run,epoch,train_loss,train_acc,train_precision,train_f1,train_time,val_loss,val_acc,val_precision,val_f1,val_time
25%,1,0.5308154745101928,0.7728,0.7722269263336156,0.7625418060200669,12.999494075775146,0.6320080893039703,0.863,0.9191685912240185,0.8531618435155413,7.877928733825684
25%,2,0.44492461166381836,0.85,0.8597246127366609,0.8419721871049305,12.611868858337402,1.455354739189148,0.682,0.6117936117936118,0.7579908675799086,7.876402139663696
25%,3,0.33515927810668944,0.8752,0.8755221386800334,0.8704318936877077,12.673653602600098,0.3344503300189972,0.8915,0.8842001962708538,0.8925210500247648,7.919569730758667
25%,4,0.19222550027668475,0.922,0.9319727891156463,0.9183074989526603,13.117478132247925,0.2651993452310562,0.897,0.9161425576519916,0.8945752302968271,7.918239116668701
25%,5,0.13517916283607484,0.946,0.9536256323777403,0.9436795994993742,12.727367639541626,0.45001654958724974,0.8535,0.7923904052936311,0.8673607967406066,7.951304912567139
25%,6,0.26388034080266953,0.9056,0.9093198992443325,0.9017485428809325,12.805514097213745,0.3330459555387497,0.896,0.9082474226804124,0.8944162436548223,7.959167718887329
25%,7,0.13945781354904174,0.9444,0.9504201680672268,0.9421074552269888,13.238780975341797,0.34014947462081907,0.895,0.9614485981308412,0.8868534482758621,9.078700065612793
25%,8,0.20576722705960274,0.9276,0.9357021996615905,0.9243627246134559,12.810686826705933,0.32442166924476623,0.8925,0.8692380056444027,0.8957828405235094,7.971118211746216
25%,9,0.1301479984819889,0.9448,0.9489539748953975,0.942643391521197,12.798056364059448,0.5245406804084778,0.8595,0.804919423240034,0.8710417622762735,8.266139030456543
25%,10,0.07319912725687026,0.9732,0.9790619765494137,0.9721413721413722,12.822662115097046,0.29909632134437564,0.912,0.9111776447105788,0.9120879120879121,7.986342191696167
50%,1,0.46659067602157595,0.8054,0.8071936428272689,0.7986757707428098,25.48673963546753,0.3910002636909485,0.876,0.8381294964028777,0.8825757575757576,7.9316184520721436
50%,2,0.34304531017541884,0.8732,0.8772954924874792,0.8689541132699462,25.558538675308228,0.22022088575363158,0.9025,0.9241306638566913,0.8999486916367367,7.932631969451904
50%,3,0.19516949281692506,0.914,0.9212730318257957,0.9109730848861284,25.457773208618164,0.2512127802371979,0.8945,0.8550855085508551,0.9000473709142587,8.289036512374878
50%,4,0.15787396931648254,0.936,0.9439330543933054,0.9337748344370861,25.52961540222168,0.29481604623794555,0.885,0.9518779342723005,0.8758099352051836,7.950721502304077
50%,5,0.2299106337070465,0.9134,0.9225915018931427,0.9101473334716746,26.27498698234558,0.2938698536157608,0.898,0.8768939393939394,0.9007782101167315,7.941271543502808
50%,6,0.1426972034931183,0.9442,0.9478260869565217,0.942557134033354,25.481046676635742,0.27816998529434206,0.906,0.9491150442477876,0.9012605042016807,7.944357633590698
50%,7,0.13771840722560882,0.9458,0.9506019095060191,0.9441352298495156,25.884557485580444,0.21603236055374145,0.9165,0.9063414634146342,0.9175308641975308,7.956589221954346
50%,8,0.10085907363891601,0.9634,0.965389369592089,0.9624152803450401,25.607124090194702,0.23419482064247132,0.9175,0.935349322210636,0.9157733537519143,9.255079507827759
50%,9,0.11731604890786111,0.9542,0.9620041753653444,0.9526566053338846,25.66847014427185,0.27917946100234986,0.9145,0.8943862987630827,0.916626036079961,7.952396631240845
50%,10,0.06915949577093125,0.975,0.9746005735354363,0.9744009830022528,25.504601001739502,0.3533377938270569,0.8965,0.866112650046168,0.9006240998559769,8.321370840072632
100%,1,0.3756015137195587,0.8486,0.8584944467297408,0.8464814439261813,51.01150059700012,0.21880916595458985,0.9065,0.8981390793339863,0.9074715487382484,8.317235231399536
100%,2,0.21651947243213654,0.9126,0.9227459016393442,0.9115384615384615,50.92714262008667,0.217266455411911,0.91,0.8838951310861424,0.9129593810444874,8.06067156791687
100%,3,0.18391588954925536,0.9266,0.9328327922077922,0.9260676873489122,51.1898238658905,0.21001708841323852,0.9155,0.9014492753623189,0.9169533169533169,7.943461656570435
100%,4,0.1428882058620453,0.9434,0.950426655830963,0.9429550493852046,51.338629961013794,0.1979284484386444,0.913,0.9041095890410958,0.913946587537092,7.945866584777832
100%,5,0.12986120833158493,0.9481,0.9519870889650999,0.9478758662247665,52.75385665893555,0.2081431428194046,0.924,0.9463157894736842,0.9220512820512821,7.94299054145813
100%,6,0.10926098289489745,0.9563,0.9593315884839944,0.9561553125313534,51.343053102493286,0.2512818431854248,0.9085,0.904055390702275,0.9090004972650423,7.926936388015747
100%,7,0.10979830383062363,0.9557,0.9596530159370587,0.9555086873556292,51.062830209732056,0.2750601410865784,0.917,0.9727891156462585,0.9117959617428267,7.9288551807403564
100%,8,0.092380714738369,0.9651,0.9680016099818877,0.964991473568061,51.46785020828247,0.2637052361965179,0.9175,0.897998093422307,0.9194729136163983,7.934840440750122
100%,9,0.06865661463141441,0.9748,0.9768983527521092,0.9747444377630787,51.104769706726074,0.3265866376161575,0.9145,0.9791907514450867,0.9083109919571045,7.935999631881714
100%,10,0.06824590053856373,0.9758,0.977710843373494,0.975751503006012,51.2192280292511,0.24979027462005615,0.923,0.9179841897233202,0.9234592445328031,7.943227052688599
