run,epoch,train_loss,train_acc,train_precision,train_time,train_mem_mb,val_loss,val_acc,val_precision,val_time,val_mem_mb
25%,1,0.24862163902521134,0.894,0.8941666666666667,21.04292321205139,861.24853515625,0.2041164154112339,0.9255,0.9373072970195272,15.358091831207275,860.99853515625
25%,2,0.17072366326451302,0.9344,0.941027801179444,21.173698902130127,861.24853515625,0.1980559429526329,0.922,0.8966165413533834,15.615264177322388,860.99853515625
25%,3,0.13440805997774005,0.9484,0.9441707717569786,21.38252568244934,861.24853515625,0.18142057150602342,0.925,0.9142300194931774,15.803719282150269,860.99853515625
25%,4,0.1310878989905119,0.9484,0.9419934640522876,21.622758626937866,861.24853515625,0.2022903236746788,0.925,0.9609544468546638,16.9222195148468,860.99853515625
25%,5,0.12348107652664185,0.9532,0.9565943238731218,21.628918886184692,861.24853515625,0.19291043692827226,0.9305,0.960427807486631,15.877774477005005,860.99853515625
25%,6,0.14235077748894692,0.946,0.9521008403361344,21.63163661956787,861.24853515625,0.19111844363808633,0.922,0.9089147286821705,15.881423950195312,860.99853515625
25%,7,0.11309235652685165,0.9576,0.9592684954280964,21.719271421432495,861.24853515625,0.18734574657678604,0.925,0.9174852652259332,15.920452356338501,860.99853515625
25%,8,0.10350578424930572,0.96,0.9594706368899917,21.653680324554443,861.24853515625,0.1831772277057171,0.9245,0.925777331995988,16.003448486328125,860.99853515625
25%,9,0.10649643592834472,0.96,0.9617622610141313,21.654494524002075,861.24853515625,0.1850828600525856,0.93,0.9352226720647774,15.897785902023315,860.99853515625
25%,10,0.10830528892278671,0.9572,0.9615384615384616,21.667370557785034,861.24853515625,0.18726444193720818,0.9275,0.9228486646884273,15.910627603530884,860.99853515625
50%,1,0.22061872653961181,0.9068,0.9035947712418301,43.49992513656616,862.68603515625,0.17123389881849288,0.935,0.937625754527163,15.966569662094116,862.93603515625
50%,2,0.15960452036857606,0.9362,0.9337964854924398,45.235687017440796,862.68603515625,0.17150889843702316,0.9325,0.9219512195121952,15.944799423217773,862.93603515625
50%,3,0.1454526364326477,0.944,0.9408646003262643,43.58334255218506,862.68603515625,0.17186237320303918,0.932,0.9381338742393509,15.92663025856018,862.93603515625
50%,4,0.13673831853866578,0.9478,0.9485808309337721,43.407281160354614,862.68603515625,0.16526941150426866,0.9335,0.9401015228426396,15.922075271606445,862.93603515625
50%,5,0.13040495324134826,0.9476,0.9470877768662839,43.638587474823,862.68603515625,0.16827564430236816,0.9305,0.9300699300699301,15.922208547592163,862.93603515625
50%,6,0.12588087348937987,0.9504,0.9510690789473685,43.42489457130432,862.68603515625,0.17089590266346932,0.9345,0.9402228976697061,15.937225341796875,862.93603515625
50%,7,0.12353551774024964,0.953,0.9513292433537832,43.59653830528259,862.68603515625,0.171889139264822,0.934,0.934,16.064010858535767,862.93603515625
50%,8,0.12466346414089202,0.9524,0.9527526705012326,44.58574938774109,862.68603515625,0.1793016666173935,0.9305,0.9167473378509197,15.946710586547852,862.93603515625
50%,9,0.12068132960796356,0.9512,0.95004095004095,43.456754207611084,862.68603515625,0.2019437667131424,0.926,0.9660831509846827,15.941165208816528,862.93603515625
50%,10,0.11899311406612396,0.9572,0.9618573797678275,43.523658752441406,862.68603515625,0.17219671189785005,0.9345,0.9306243805748265,15.958855152130127,862.93603515625
100%,1,0.1803366886138916,0.9282,0.9295746388443018,87.618239402771,861.24853515625,0.17274499693512915,0.9365,0.9504643962848297,16.060145139694214,860.99853515625
100%,2,0.14773597178310155,0.9411,0.939430165371588,88.33740520477295,861.24853515625,0.1620065329670906,0.9385,0.9354518371400199,15.94159197807312,860.99853515625
100%,3,0.13429219334721565,0.9488,0.9502407704654896,87.00217461585999,861.24853515625,0.16837844288349152,0.938,0.9543568464730291,15.957497596740723,860.99853515625
100%,4,0.1335128893971443,0.9494,0.9495798319327731,87.09519171714783,861.24853515625,0.16314384329319,0.939,0.9488752556237219,15.95112133026123,860.99853515625
100%,5,0.12462565047740937,0.9526,0.9522382094324541,86.81716823577881,861.24853515625,0.1645790855884552,0.9365,0.9628844114528102,16.904539346694946,860.99853515625
100%,6,0.12746869070529937,0.9499,0.9512537612838515,86.92996764183044,861.24853515625,0.1567206268310547,0.94,0.937375745526839,15.93992805480957,860.99853515625
100%,7,0.12322935299873353,0.9515,0.951048951048951,87.6801974773407,861.24853515625,0.16386134958267212,0.9405,0.9555325749741469,15.943199396133423,860.99853515625
100%,8,0.12397703016996384,0.9522,0.9531062124248497,86.99982953071594,861.24853515625,0.1610031028985977,0.9395,0.938185443668993,16.12837314605713,860.99853515625
100%,9,0.12200402855873108,0.9511,0.9515515515515516,87.98055934906006,861.24853515625,0.15847334948182107,0.943,0.9412350597609562,15.958172082901001,860.99853515625
100%,10,0.11831663703918457,0.9543,0.9562161076521389,86.8301773071289,861.24853515625,0.15734653681516647,0.939,0.935515873015873,15.949932336807251,860.99853515625
